2	22	2	0.4501	0.5064	0.5627				
2	22	2	0.5822	0.655	0.7277				
2	22	2	0.5818	0.6546	0.7273				
2	23	5	0.1965	0.221	0.2456				
2	23	5	0.2986	0.3359	0.3733				
2	23	5	0.0782	0.0879	0.0977				
2	23	5	0.0827	0.093	0.1033				
2	23	5	0.3203	0.3604	0.4004				
2	23	5	0.6129	0.6896	0.7662				
2	23	5	0.757	0.8516	0.9462				
2	23	5	0.1291	0.1453	0.1614				
2	23	5	0.2059	0.2316	0.2574				
2	23	5	0.7614	0.8565	0.9517				
2	24	8	0.1049	0.118	0.1312				
2	24	5	0.1319	0.1484	0.1649				
2	24	8	0.0783	0.0881	0.0979				
2	24	8	0.1034	0.1164	0.1293				
2	24	8	0.1983	0.2231	0.2478				
2	24	8	0.1385	0.1558	0.1731				
2	24	8	0.7143	0.8036	0.8929				
2	24	8	0.1225	0.1378	0.1532				
2	24	8	0.2059	0.2316	0.2574				
2	24	8	0.5407	0.6083	0.6759				
