100 	 10 	 1000 
0 
0.    0.744 0.057 0.048 0.001 0.006 0.    0.034 0.106 0.004 
1 	  0 	   2 	 0.6418 	 0.7220 	 0.8022 
2 	  0 	   2 	 0.6511 	 0.7325 	 0.8139 
3 	  0 	   2 	 0.0907 	 0.1021 	 0.1134 
4 	  0 	   3 	 0.0961 	 0.1081 	 0.1201 
5 	  0 	   2 	 0.4361 	 0.4906 	 0.5451 
6 	  0 	   2 	 0.4909 	 0.5522 	 0.6136 
7 	  0 	   2 	 0.7503 	 0.8441 	 0.9379 
8 	  0 	   2 	 0.5438 	 0.6118 	 0.6798 
9 	  0 	   2 	 0.5724 	 0.6439 	 0.7155 
10 	  0 	   2 	 0.6136 	 0.6902 	 0.7669 
1 	  1 	   6 	 0.1901 	 0.2139 	 0.2376 
2 	  1 	   4 	 0.2248 	 0.2530 	 0.2811 
3 	  1 	   0 	 0.0829 	 0.0932 	 0.1036 
4 	  1 	   6 	 0.0626 	 0.0704 	 0.0783 
5 	  1 	   6 	 0.2792 	 0.3141 	 0.3490 
6 	  1 	   6 	 0.3726 	 0.4192 	 0.4658 
7 	  1 	   6 	 0.7578 	 0.8525 	 0.9472 
8 	  1 	   6 	 0.2004 	 0.2254 	 0.2505 
9 	  1 	   6 	 0.5376 	 0.6048 	 0.6720 
10 	  1 	   6 	 0.7628 	 0.8582 	 0.9535 
1 	  2 	   5 	 0.1798 	 0.2023 	 0.2248 
2 	  2 	   5 	 0.2604 	 0.2929 	 0.3255 
3 	  2 	   9 	 0.0754 	 0.0848 	 0.0942 
4 	  2 	   5 	 0.0813 	 0.0914 	 0.1016 
5 	  2 	   5 	 0.3186 	 0.3584 	 0.3982 
6 	  2 	   5 	 0.6725 	 0.7565 	 0.8406 
7 	  2 	   5 	 0.7575 	 0.8522 	 0.9469 
8 	  2 	   5 	 0.0951 	 0.1069 	 0.1188 
9 	  2 	   8 	 0.2059 	 0.2316 	 0.2574 
10 	  2 	   5 	 0.7616 	 0.8568 	 0.9520 
1 	  3 	   9 	 0.2637 	 0.2967 	 0.3297 
2 	  3 	   9 	 0.2929 	 0.3296 	 0.3662 
3 	  3 	   8 	 0.0715 	 0.0804 	 0.0893 
4 	  3 	   9 	 0.1141 	 0.1284 	 0.1426 
5 	  3 	   4 	 0.3233 	 0.3637 	 0.4041 
6 	  3 	   4 	 0.4071 	 0.4580 	 0.5089 
7 	  3 	   4 	 0.4488 	 0.5049 	 0.5609 
8 	  3 	   1 	 0.0780 	 0.0877 	 0.0975 
9 	  3 	   4 	 0.4340 	 0.4882 	 0.5425 
10 	  3 	   4 	 0.6556 	 0.7375 	 0.8194 
1 	  4 	   6 	 0.6209 	 0.6985 	 0.7761 
2 	  4 	   6 	 0.6409 	 0.7210 	 0.8012 
3 	  4 	   6 	 0.1257 	 0.1414 	 0.1571 
4 	  4 	   6 	 0.0642 	 0.0723 	 0.0803 
5 	  4 	   6 	 0.5334 	 0.6001 	 0.6667 
6 	  4 	   6 	 0.5280 	 0.5940 	 0.6600 
7 	  4 	   6 	 0.7579 	 0.8527 	 0.9474 
8 	  4 	   6 	 0.4900 	 0.5513 	 0.6125 
9 	  4 	   6 	 0.5525 	 0.6216 	 0.6906 
10 	  4 	   6 	 0.7639 	 0.8593 	 0.9548 
