50 	 10 	 500 
0 
0.    0.543 0.118 0.117 0.    0.    0.    0.112 0.11 0.    
1 	  0 	   3 	 0.3644 	 0.3956 	 0.4268 
2 	  0 	   3 	 0.4325 	 0.4625 	 0.4925 
3 	  0 	   3 	 0.0816 	 0.1240 	 0.1664 
4 	  0 	   2 	 0.0581 	 0.1024 	 0.1468 
5 	  0 	   3 	 0.4181 	 0.4401 	 0.4622 
6 	  0 	   3 	 0.6306 	 0.6465 	 0.6625 
7 	  0 	   3 	 0.9400 	 0.9493 	 0.9586 
8 	  0 	   9 	 0.0530 	 0.0905 	 0.1280 
9 	  0 	   3 	 0.4889 	 0.5137 	 0.5386 
10 	  0 	   3 	 0.9390 	 0.9483 	 0.9575 
1 	  1 	   3 	 0.2871 	 0.3183 	 0.3495 
2 	  1 	   3 	 0.3953 	 0.4254 	 0.4554 
3 	  1 	   8 	 0.0568 	 0.0993 	 0.1417 
4 	  1 	   2 	 0.0428 	 0.0871 	 0.1315 
5 	  1 	   3 	 0.4979 	 0.5199 	 0.5420 
6 	  1 	   3 	 0.6664 	 0.6824 	 0.6984 
7 	  1 	   3 	 0.9374 	 0.9467 	 0.9560 
8 	  1 	   3 	 0.1157 	 0.1532 	 0.1907 
9 	  1 	   3 	 0.5116 	 0.5365 	 0.5614 
10 	  1 	   3 	 0.9407 	 0.9500 	 0.9592 
1 	  2 	   6 	 0.1541 	 0.1853 	 0.2165 
2 	  2 	   6 	 0.2320 	 0.2620 	 0.2920 
3 	  2 	   6 	 0.0526 	 0.0950 	 0.1374 
4 	  2 	   6 	 0.0487 	 0.0931 	 0.1375 
5 	  2 	   6 	 0.4108 	 0.4329 	 0.4549 
6 	  2 	   6 	 0.4612 	 0.4772 	 0.4932 
7 	  2 	   6 	 0.8650 	 0.8743 	 0.8836 
8 	  2 	   2 	 0.1781 	 0.2156 	 0.2531 
9 	  2 	   8 	 0.2325 	 0.2573 	 0.2822 
10 	  2 	   5 	 0.7870 	 0.7963 	 0.8055 
1 	  3 	   9 	 0.1148 	 0.1460 	 0.1772 
2 	  3 	   4 	 0.1969 	 0.2269 	 0.2569 
3 	  3 	   4 	 0.0525 	 0.0949 	 0.1373 
4 	  3 	   4 	 0.1766 	 0.2210 	 0.2654 
5 	  3 	   4 	 0.4217 	 0.4437 	 0.4658 
6 	  3 	   4 	 0.5274 	 0.5434 	 0.5594 
7 	  3 	   4 	 0.8170 	 0.8263 	 0.8355 
8 	  3 	   4 	 0.0696 	 0.1071 	 0.1446 
9 	  3 	   4 	 0.7852 	 0.8100 	 0.8349 
10 	  3 	   4 	 0.8540 	 0.8633 	 0.8725 
1 	  4 	   8 	 0.1041 	 0.1353 	 0.1665 
2 	  4 	   8 	 0.1368 	 0.1668 	 0.1968 
3 	  4 	   8 	 0.1075 	 0.1499 	 0.1923 
4 	  4 	   8 	 0.0735 	 0.1179 	 0.1622 
5 	  4 	   8 	 0.4857 	 0.5078 	 0.5298 
6 	  4 	   8 	 0.5659 	 0.5819 	 0.5979 
7 	  4 	   8 	 0.9013 	 0.9105 	 0.9198 
8 	  4 	   8 	 0.1201 	 0.1576 	 0.1952 
9 	  4 	   8 	 0.2325 	 0.2573 	 0.2822 
10 	  4 	   8 	 0.6680 	 0.6773 	 0.6866 
1 	  5 	   4 	 0.1442 	 0.1754 	 0.2066 
2 	  5 	   0 	 0.1646 	 0.1947 	 0.2247 
3 	  5 	   0 	 0.0554 	 0.0978 	 0.1403 
4 	  5 	   0 	 0.0590 	 0.1033 	 0.1477 
5 	  5 	   0 	 0.5888 	 0.6109 	 0.6329 
6 	  5 	   0 	 0.6175 	 0.6334 	 0.6494 
7 	  5 	   0 	 0.8671 	 0.8763 	 0.8856 
8 	  5 	   0 	 0.1000 	 0.1375 	 0.1750 
9 	  5 	   0 	 0.7443 	 0.7691 	 0.7940 
10 	  5 	   0 	 0.9263 	 0.9355 	 0.9448 
1 	  6 	   8 	 0.1007 	 0.1319 	 0.1631 
2 	  6 	   8 	 0.1368 	 0.1668 	 0.1968 
3 	  6 	   6 	 0.0605 	 0.1030 	 0.1454 
4 	  6 	   4 	 0.1278 	 0.1721 	 0.2165 
5 	  6 	   4 	 0.3722 	 0.3942 	 0.4163 
6 	  6 	   9 	 0.4267 	 0.4427 	 0.4586 
7 	  6 	   9 	 0.4541 	 0.4634 	 0.4726 
8 	  6 	   9 	 0.0619 	 0.0994 	 0.1369 
9 	  6 	   4 	 0.6630 	 0.6879 	 0.7127 
10 	  6 	   4 	 0.3143 	 0.3236 	 0.3329 
1 	  7 	   3 	 0.4300 	 0.4612 	 0.4924 
2 	  7 	   3 	 0.4557 	 0.4857 	 0.5158 
3 	  7 	   3 	 0.1061 	 0.1485 	 0.1909 
4 	  7 	   2 	 0.0474 	 0.0918 	 0.1361 
5 	  7 	   5 	 0.3819 	 0.4040 	 0.4260 
6 	  7 	   5 	 0.8469 	 0.8628 	 0.8788 
7 	  7 	   5 	 0.9402 	 0.9494 	 0.9587 
8 	  7 	   8 	 0.2129 	 0.2504 	 0.2879 
9 	  7 	   8 	 0.2325 	 0.2573 	 0.2822 
10 	  7 	   5 	 0.9404 	 0.9496 	 0.9589 
1 	  8 	   3 	 0.3388 	 0.3700 	 0.4012 
2 	  8 	   3 	 0.4214 	 0.4514 	 0.4814 
3 	  8 	   5 	 0.0850 	 0.1274 	 0.1698 
4 	  8 	   2 	 0.0433 	 0.0876 	 0.1320 
5 	  8 	   5 	 0.2992 	 0.3213 	 0.3433 
6 	  8 	   5 	 0.3409 	 0.3568 	 0.3728 
7 	  8 	   5 	 0.8959 	 0.9052 	 0.9145 
8 	  8 	   9 	 0.0622 	 0.0997 	 0.1372 
9 	  8 	   5 	 0.2013 	 0.2262 	 0.2510 
10 	  8 	   5 	 0.9304 	 0.9396 	 0.9489 
1 	  9 	   9 	 0.3414 	 0.3726 	 0.4038 
2 	  9 	   9 	 0.3739 	 0.4039 	 0.4339 
3 	  9 	   4 	 0.0611 	 0.1035 	 0.1460 
4 	  9 	   9 	 0.1938 	 0.2382 	 0.2825 
5 	  9 	   9 	 0.4597 	 0.4818 	 0.5038 
6 	  9 	   9 	 0.6278 	 0.6438 	 0.6598 
7 	  9 	   9 	 0.8914 	 0.9007 	 0.9099 
8 	  9 	   7 	 0.1368 	 0.1744 	 0.2119 
9 	  9 	   9 	 0.7813 	 0.8062 	 0.8311 
10 	  9 	   9 	 0.9033 	 0.9125 	 0.9218 
1 	  10 	   8 	 0.1002 	 0.1314 	 0.1626 
2 	  10 	   5 	 0.1658 	 0.1958 	 0.2258 
3 	  10 	   0 	 0.0648 	 0.1072 	 0.1496 
4 	  10 	   2 	 0.0411 	 0.0855 	 0.1298 
5 	  10 	   8 	 0.1852 	 0.2073 	 0.2293 
6 	  10 	   8 	 0.2725 	 0.2885 	 0.3045 
7 	  10 	   8 	 0.6719 	 0.6812 	 0.6904 
8 	  10 	   9 	 0.0687 	 0.1062 	 0.1437 
9 	  10 	   8 	 0.2325 	 0.2573 	 0.2822 
10 	  10 	   8 	 0.3198 	 0.3290 	 0.3383 
1 	  11 	   1 	 0.1870 	 0.2182 	 0.2494 
2 	  11 	   3 	 0.1753 	 0.2053 	 0.2353 
3 	  11 	   1 	 0.1431 	 0.1856 	 0.2280 
4 	  11 	   1 	 0.0760 	 0.1204 	 0.1648 
5 	  11 	   2 	 0.1512 	 0.1733 	 0.1953 
6 	  11 	   1 	 0.5821 	 0.5981 	 0.6140 
7 	  11 	   1 	 0.9311 	 0.9404 	 0.9496 
8 	  11 	   1 	 0.5022 	 0.5397 	 0.5772 
9 	  11 	   1 	 0.7216 	 0.7464 	 0.7713 
10 	  11 	   1 	 0.9406 	 0.9499 	 0.9591 
1 	  12 	   6 	 0.2829 	 0.3141 	 0.3453 
2 	  12 	   6 	 0.5029 	 0.5329 	 0.5629 
3 	  12 	   1 	 0.1369 	 0.1793 	 0.2217 
4 	  12 	   1 	 0.1245 	 0.1689 	 0.2132 
5 	  12 	   6 	 0.2851 	 0.3072 	 0.3292 
6 	  12 	   6 	 0.4111 	 0.4271 	 0.4431 
