0.000000,0.000000,0.153566,0.000000,0.000000,0.261799,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.671693,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.636802,0.000000,0.000000,0.000000,0.711200,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.460098,0.000000,0.000000
0.587642,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.437509
0.000000,0.450575,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.260799,0.000000,0.565787,0.083900,0.000000,0.231600,0.000000
0.000000,0.000000,0.000000,0.000000,0.457033,0.000000,0.000000,0.000000,0.000000,0.198600
0.000000,0.582590,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.547848,0.000000,0.000000,0.000000,0.087400,0.090300
0.000000,0.660657,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.255050,0.106500,0.000000,0.000000,0.142200,0.465257
0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.000000,0.000000,0.297185,0.000000
0.000000,0.674282,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.078900,0.000000,0.077600,0.138600,0.167600,0.000000,0.361853,0.082100
0.000000,0.000000,0.000000,0.493788,0.000000,0.295108,0.000000,0.099600,0.000000,0.000000
0.000000,0.000000,0.000000,0.487056,0.000000,0.107500,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.450763,0.000000,0.000000,0.075300,0.000000,0.094200
0.000000,0.000000,0.000000,0.492333,0.000000,0.000000,0.000000,0.000000,0.144500,0.000000
0.645547,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.493173,0.000000,0.328500
0.000000,0.083200,0.558433,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.387281,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.148400,0.000000,0.000000,0.275857,0.000000
